age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,TARGET,ID
53,entrepreneur,married,basic.4y,0,0,0,telephone,jun,mon,339,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10308
32,blue-collar,married,high.school,0,0,1,telephone,jun,mon,140,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10309
30,technician,married,university.degree,0,,,telephone,jun,mon,71,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10310
52,blue-collar,married,basic.4y,,1,0,telephone,jun,mon,116,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10313
59,blue-collar,married,basic.4y,,1,0,telephone,jun,mon,64,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10314
33,admin.,married,university.degree,0,0,1,telephone,jun,mon,77,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10315
29,admin.,single,university.degree,0,0,0,telephone,jun,mon,73,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10316
56,services,divorced,basic.4y,0,0,0,telephone,jun,mon,42,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10317
52,admin.,divorced,high.school,0,0,0,telephone,jun,mon,24,5,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10318
46,,married,basic.4y,,1,0,telephone,jun,mon,25,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10319
37,admin.,divorced,university.degree,0,0,0,telephone,jun,mon,147,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10320
33,blue-collar,married,basic.9y,0,0,0,telephone,jun,mon,145,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10321
57,services,divorced,high.school,,1,0,telephone,jun,mon,80,4,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10322
60,management,married,,,1,0,telephone,jun,mon,35,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10323
36,admin.,married,university.degree,0,1,0,telephone,jun,mon,141,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10324
34,blue-collar,married,basic.9y,0,0,0,telephone,jun,mon,263,8,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10325
38,admin.,married,high.school,0,0,0,telephone,jun,mon,123,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10326
31,blue-collar,married,basic.9y,0,1,0,telephone,jun,mon,208,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10327
25,student,single,high.school,0,1,1,telephone,jun,mon,100,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10328
42,technician,married,university.degree,,1,0,telephone,jun,mon,91,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10329
29,admin.,single,basic.9y,,0,0,telephone,jun,mon,1298,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10330
44,technician,divorced,professional.course,0,1,0,telephone,jun,mon,289,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10332
43,self-employed,married,basic.9y,0,0,0,telephone,jun,mon,1089,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,1,10333
51,management,married,basic.4y,0,1,0,telephone,jun,mon,124,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10334
33,self-employed,single,university.degree,0,0,0,telephone,jun,mon,226,4,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10336
52,blue-collar,married,basic.4y,0,0,0,telephone,jun,mon,50,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10340
44,management,divorced,basic.9y,,1,0,telephone,jun,mon,73,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10341
38,technician,married,professional.course,0,0,0,telephone,jun,mon,250,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10342
26,technician,married,professional.course,0,1,0,telephone,jun,mon,181,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10343
30,blue-collar,married,high.school,0,1,0,telephone,jun,mon,32,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10344
41,technician,married,professional.course,0,0,0,telephone,jun,mon,235,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10345
40,blue-collar,single,basic.9y,0,0,0,telephone,jun,mon,121,5,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10346
57,technician,married,basic.9y,0,1,0,telephone,jun,mon,215,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10347
41,technician,single,university.degree,0,0,0,telephone,jun,mon,382,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10349
53,,married,high.school,,1,0,telephone,jun,mon,244,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10350
40,housemaid,married,basic.4y,0,0,0,telephone,jun,mon,286,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10351
26,admin.,married,high.school,0,0,1,telephone,jun,mon,1021,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10352
45,blue-collar,married,basic.9y,,,,telephone,jun,mon,167,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10353
31,entrepreneur,single,basic.9y,0,0,0,telephone,jun,mon,1248,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,1,10354
32,admin.,single,university.degree,,0,0,telephone,jun,mon,179,25,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10355
29,blue-collar,single,high.school,0,0,0,telephone,jun,mon,203,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10356
28,blue-collar,married,basic.6y,,1,0,telephone,jun,mon,273,5,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10357
27,blue-collar,single,basic.9y,0,1,0,telephone,jun,mon,209,12,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10358
32,blue-collar,married,basic.9y,0,1,0,telephone,jun,mon,39,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10359
52,blue-collar,married,basic.4y,0,1,0,telephone,jun,mon,162,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10360
46,admin.,single,high.school,0,0,0,telephone,jun,mon,418,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10361
37,entrepreneur,single,university.degree,0,1,0,telephone,jun,mon,348,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10362
36,management,married,university.degree,0,1,1,telephone,jun,mon,135,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10363
28,student,single,high.school,,1,0,telephone,jun,mon,131,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10364
52,blue-collar,married,basic.9y,0,0,0,telephone,jun,mon,401,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10365
55,housemaid,married,professional.course,0,0,0,telephone,jun,mon,394,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10368
45,blue-collar,divorced,basic.9y,0,1,0,telephone,jun,mon,287,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10369
24,unemployed,married,university.degree,0,1,0,telephone,jun,mon,266,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10370
43,technician,single,high.school,0,0,0,telephone,jun,mon,153,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10371
24,services,married,high.school,0,1,0,telephone,jun,mon,298,6,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10373
38,blue-collar,single,basic.9y,,1,0,telephone,jun,mon,101,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10374
56,services,divorced,high.school,,1,0,telephone,jun,mon,13,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10375
41,blue-collar,divorced,basic.6y,0,0,0,telephone,jun,mon,66,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10376
45,management,married,,,0,1,telephone,jun,mon,73,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10378
26,admin.,divorced,high.school,0,1,0,telephone,jun,mon,50,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10379
53,blue-collar,divorced,basic.4y,,1,0,telephone,jun,mon,57,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10380
52,entrepreneur,married,university.degree,0,0,0,telephone,jun,mon,92,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10383
35,blue-collar,divorced,basic.9y,0,0,0,telephone,jun,mon,52,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10384
48,blue-collar,married,basic.4y,0,1,0,telephone,jun,mon,92,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10385
41,blue-collar,divorced,basic.9y,,0,0,telephone,jun,mon,294,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10386
36,admin.,single,university.degree,0,1,0,telephone,jun,mon,99,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10387
44,,single,basic.9y,,1,0,telephone,jun,mon,76,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10388
31,blue-collar,divorced,high.school,0,0,1,telephone,jun,mon,27,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10389
26,blue-collar,single,basic.4y,0,1,1,telephone,jun,mon,41,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10390
34,technician,married,professional.course,0,1,1,telephone,jun,mon,191,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10391
39,admin.,single,high.school,0,1,0,telephone,jun,mon,358,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10393
51,blue-collar,married,basic.9y,,1,0,telephone,jun,mon,254,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10394
50,blue-collar,divorced,basic.4y,0,1,0,telephone,jun,mon,46,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10395
43,blue-collar,married,basic.6y,,1,0,telephone,jun,mon,51,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10397
29,admin.,single,university.degree,0,1,0,telephone,jun,mon,359,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10398
42,blue-collar,married,basic.9y,0,1,0,telephone,jun,mon,88,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10399
34,services,married,high.school,0,1,0,telephone,jun,mon,76,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10402
39,management,married,university.degree,0,0,0,telephone,jun,mon,721,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,1,10403
60,management,divorced,university.degree,0,1,0,telephone,jun,mon,420,4,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10404
30,services,single,,0,0,0,telephone,jun,mon,163,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10405
35,services,single,high.school,0,0,0,telephone,jun,mon,41,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10406
34,technician,divorced,professional.course,0,0,0,telephone,jun,mon,442,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10407
52,entrepreneur,married,basic.4y,,1,0,telephone,jun,mon,535,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10409
25,self-employed,single,university.degree,0,0,0,telephone,jun,mon,178,7,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10411
35,admin.,single,high.school,0,0,0,telephone,jun,mon,36,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10412
35,admin.,divorced,high.school,0,0,1,telephone,jun,mon,15,15,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10414
58,unemployed,single,basic.4y,,0,0,telephone,jun,mon,170,6,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10415
37,technician,married,basic.6y,0,0,0,telephone,jun,mon,87,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10416
42,blue-collar,married,basic.6y,0,0,0,telephone,jun,mon,298,4,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10417
32,services,married,high.school,0,0,0,telephone,jun,mon,244,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10418
31,blue-collar,single,high.school,0,1,0,telephone,jun,mon,750,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,1,10419
30,technician,married,professional.course,0,0,1,telephone,jun,mon,169,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10420
47,,married,,,0,0,telephone,jun,mon,139,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10421
34,admin.,married,university.degree,0,1,0,telephone,jun,mon,14,14,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10422
29,admin.,married,university.degree,0,0,0,telephone,jun,mon,81,4,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10423
50,services,single,high.school,0,0,0,telephone,jun,mon,162,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10425
25,unemployed,single,high.school,,1,0,telephone,jun,mon,53,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10426
35,technician,married,university.degree,,0,0,telephone,jun,mon,131,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10427
34,blue-collar,married,basic.9y,0,0,1,telephone,jun,mon,18,30,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10428
24,blue-collar,married,basic.9y,,0,0,telephone,jun,mon,607,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10429
52,retired,divorced,basic.4y,0,1,0,telephone,jun,mon,111,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10430
26,blue-collar,married,basic.9y,0,1,0,telephone,jun,mon,102,35,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10432
55,blue-collar,married,basic.4y,,0,0,telephone,jun,mon,431,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10433
31,blue-collar,married,basic.9y,0,0,0,telephone,jun,mon,19,21,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10434
37,technician,single,high.school,0,0,0,telephone,jun,mon,394,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10435
36,management,single,university.degree,0,0,0,telephone,jun,mon,301,6,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10436
24,services,single,high.school,0,1,0,telephone,jun,mon,341,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10438
53,technician,married,professional.course,,0,0,telephone,jun,mon,54,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10439
28,admin.,married,university.degree,0,1,0,telephone,jun,mon,406,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10440
32,technician,married,professional.course,0,1,0,telephone,jun,mon,226,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10441
57,services,divorced,high.school,0,0,0,telephone,jun,mon,168,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10442
48,technician,married,high.school,0,,,telephone,jun,mon,221,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10443
34,admin.,married,university.degree,0,0,0,telephone,jun,mon,703,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10444
39,services,single,high.school,,0,1,telephone,jun,mon,126,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10446
33,admin.,married,high.school,0,0,0,telephone,jun,mon,314,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10447
37,technician,single,university.degree,0,0,0,telephone,jun,mon,182,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10448
32,blue-collar,married,high.school,,0,0,telephone,jun,mon,353,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10449
35,admin.,married,high.school,0,0,0,telephone,jun,mon,142,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10452
47,blue-collar,married,basic.9y,,0,0,telephone,jun,mon,146,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10453
42,housemaid,married,,,1,0,telephone,jun,mon,345,4,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10454
57,management,married,university.degree,,0,0,telephone,jun,mon,103,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10455
44,blue-collar,married,basic.4y,0,1,0,telephone,jun,mon,17,25,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10456
47,blue-collar,married,basic.4y,0,1,0,telephone,jun,mon,2769,4,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,1,10457
49,management,married,high.school,0,1,0,telephone,jun,mon,26,18,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10458
30,blue-collar,married,basic.9y,0,0,0,telephone,jun,mon,141,6,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10459
41,blue-collar,married,basic.9y,0,0,0,telephone,jun,mon,14,20,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10460
32,blue-collar,divorced,basic.9y,,1,0,telephone,jun,mon,1009,5,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10461
39,entrepreneur,married,high.school,0,,,telephone,jun,mon,440,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10462
36,blue-collar,single,university.degree,,0,0,telephone,jun,mon,323,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10463
38,blue-collar,single,basic.6y,,1,0,telephone,jun,mon,97,6,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10466
51,admin.,married,high.school,0,0,0,telephone,jun,mon,368,12,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10467
55,management,married,university.degree,0,1,0,telephone,jun,mon,303,5,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10468
36,admin.,married,university.degree,0,,,telephone,jun,mon,375,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10469
54,technician,married,high.school,0,0,0,telephone,jun,mon,77,5,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10470
32,student,single,university.degree,0,1,0,telephone,jun,mon,295,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10471
29,blue-collar,single,high.school,,0,0,telephone,jun,mon,335,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,10472
52,entrepreneur,divorced,basic.4y,0,0,0,telephone,jun,tue,69,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,10473
55,admin.,divorced,university.degree,0,0,0,telephone,jun,tue,143,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,10474
41,technician,married,university.degree,0,1,0,telephone,jun,tue,153,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,10475
39,technician,married,professional.course,0,0,0,telephone,jun,tue,83,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,10476
36,blue-collar,single,basic.6y,0,1,0,telephone,jun,tue,214,8,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,10477
44,services,divorced,high.school,0,0,0,telephone,jun,tue,118,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,10478
37,admin.,married,high.school,0,0,0,telephone,jun,tue,638,16,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,10479
36,technician,married,professional.course,,0,0,telephone,jun,tue,78,10,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,10480
34,services,married,high.school,0,0,1,telephone,jun,tue,222,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,10481
34,blue-collar,married,professional.course,0,0,0,telephone,jun,tue,260,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,10483
34,admin.,married,university.degree,0,1,0,telephone,jun,tue,150,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,10484
36,services,married,high.school,,0,0,telephone,jun,tue,49,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,10485
52,management,divorced,high.school,0,0,0,telephone,jun,tue,62,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,10486
45,blue-collar,divorced,basic.4y,0,1,0,telephone,jun,tue,100,8,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,10487
37,blue-collar,married,high.school,0,0,0,telephone,jun,tue,138,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,10488
38,blue-collar,divorced,high.school,0,0,0,telephone,jun,tue,329,13,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,10489
37,blue-collar,single,basic.9y,,0,0,telephone,jun,tue,338,7,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,10490
37,blue-collar,married,basic.9y,0,1,0,telephone,jun,tue,331,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,10491
30,technician,divorced,high.school,0,1,1,telephone,jun,tue,131,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,10492
48,services,divorced,basic.6y,,1,0,telephone,jun,tue,319,8,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,10493
43,technician,single,professional.course,0,0,0,telephone,jun,tue,315,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,10494
32,technician,single,university.degree,0,1,0,telephone,jun,tue,45,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,10496
35,blue-collar,married,basic.9y,0,0,0,telephone,jun,tue,33,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,10497
37,blue-collar,single,high.school,0,0,0,telephone,jun,tue,117,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,10498
29,blue-collar,married,basic.9y,0,0,0,telephone,jun,tue,170,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,10499
43,admin.,married,university.degree,,,,telephone,jun,tue,104,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,10500
31,admin.,divorced,high.school,0,1,1,telephone,jun,tue,287,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,10501
54,services,married,,0,0,0,telephone,jun,tue,345,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,10503
47,blue-collar,married,basic.4y,,1,1,telephone,jun,tue,168,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,10504
39,blue-collar,married,basic.9y,0,0,1,telephone,jun,tue,110,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,10505
59,retired,single,high.school,0,0,0,telephone,jun,tue,193,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,10506
57,technician,divorced,university.degree,0,0,1,telephone,jun,tue,187,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,10507
42,blue-collar,divorced,high.school,0,0,0,telephone,jun,tue,256,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,10509
39,self-employed,married,basic.9y,,1,0,telephone,jun,tue,145,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,10510
47,entrepreneur,married,professional.course,,1,0,telephone,jun,tue,78,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,10511
50,admin.,married,high.school,0,1,0,telephone,jun,tue,285,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,10512
26,technician,single,professional.course,0,1,0,telephone,jun,tue,160,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,10513
50,admin.,married,high.school,0,0,0,telephone,jun,tue,442,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,10514
54,management,divorced,university.degree,0,1,0,telephone,jun,tue,183,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,10515
46,housemaid,married,basic.4y,,0,1,telephone,jun,tue,166,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,10516
34,admin.,married,high.school,0,0,0,telephone,jun,tue,83,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,10517
43,blue-collar,married,basic.9y,0,1,0,telephone,jun,tue,128,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,10518
31,services,single,university.degree,0,1,0,telephone,jun,tue,57,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,10519
25,student,single,high.school,0,1,0,telephone,jun,tue,173,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,10520
36,blue-collar,single,basic.9y,0,0,0,telephone,jun,tue,145,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,10521
53,admin.,married,basic.9y,0,0,0,telephone,jun,tue,116,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,10522
55,technician,married,university.degree,0,0,0,telephone,jun,tue,126,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,10523
51,blue-collar,married,basic.4y,0,1,0,telephone,jun,tue,83,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,10524
39,blue-collar,married,basic.6y,0,0,0,telephone,jun,tue,196,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,10525
31,admin.,divorced,high.school,0,,,telephone,jun,tue,68,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,10526
41,admin.,married,university.degree,0,1,1,telephone,jun,tue,75,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,10527
38,blue-collar,single,basic.4y,0,0,0,telephone,jun,tue,123,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,10528
28,blue-collar,single,basic.9y,0,0,0,telephone,jun,tue,138,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,10529
44,technician,married,basic.6y,,1,0,telephone,jun,tue,98,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,10530
50,services,single,basic.4y,0,1,0,telephone,jun,tue,355,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,10531
36,technician,married,professional.course,0,1,0,telephone,jun,tue,133,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,10534
30,blue-collar,divorced,basic.9y,0,0,1,telephone,jun,tue,134,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,10535
34,admin.,single,high.school,0,0,0,telephone,jun,tue,60,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,10536
35,entrepreneur,married,basic.6y,0,1,0,telephone,jun,tue,147,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,10537
37,technician,married,professional.course,0,1,0,telephone,jun,tue,296,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,10538
31,blue-collar,married,professional.course,0,0,0,telephone,jun,tue,70,8,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,10539
